ID	文本
TextMapUIStcData_TextMapContent_UI_STC_BAGPAGE_DROP_WARNING	確認要將{0}丟棄嗎？
TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_WEAPON	武器
TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_RELIC	聖遺物
TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_SKILL	技能
TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_BACK	返回
TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_COST	隊伍消耗
TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_AVATAR	屬性
TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_LEVEL_UP	升級
TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_STAR_UP	突破
TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_MAX_EXP	等級已達當前上限
TextMapUIStcData_TextMapContent_UI_STC_CHARACTER_PAGE_LEVEL_NOT_ENOUGH	尚未到達突破等級
TextMapUIStcData_TextMapContent_UI_STC_USEMATERIALDIALOG_USENUM	使用數量
TextMapUIStcData_TextMapContent_UI_STC_USEMATERIALDIALOG_DROPLINK	獲取
TextMapUIStcData_TextMapContent_UI_STC_USEMATERIALDIALOG_NOITEM	無可用經驗升級道具
TextMapUIStcData_TextMapContent_UI_STC_MAP_SCENE_EXPLORE	探索度
TextMapUIStcData_TextMapContent_UI_STC_MAP_AREA_LOCKED	未解鎖
TextMapUIStcData_TextMapContent_UI_STC_MAP_AREA_UNLOCKED	已解鎖
TextMapUIStcData_TextMapContent_UI_STC_LEVELUP_DIALOG_TITLE	升級
TextMapUIStcData_TextMapContent_UI_STC_LEVELUP_DIALOG_OK	確認
TextMapUIStcData_TextMapContent_UI_STC_STARUP_DIALOG_TITLE	突破
TextMapUIStcData_TextMapContent_UI_STC_STARUP_DIALOG_PROPERTY_CHANGE	屬性變更
TextMapUIStcData_TextMapContent_UI_STC_STARUP_DIALOG_NEED_MATERIAL	所需材料
TextMapUIStcData_TextMapContent_UI_STC_AWAKENUP_DIALOG_TITLE	精煉
TextMapUIStcData_TextMapContent_UI_STC_CHARACTERPAGE_TALENT	天賦
TextMapUIStcData_TextMapContent_UI_STC_TALENT_LOCKED	<color=#FF5E41FF>天賦暫無</color>
TextMapUIStcData_TextMapContent_UI_STC_LOGOUT	登出
TextMapUIStcData_TextMapContent_UI_STC_BAG_NOITEM_TIP1	沒有任何道具
TextMapUIStcData_TextMapContent_UI_STC_BAG_NOITEM_TIP2	這裡空空如也
TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_DungeonEntry	地下城入口
TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_PossibleReward	可能獲得獎勵
TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_FPReward	首次通關獎勵
TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_LevelUnsuitable	當前等級略微偏低
TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_LevelSeriouslyUnsuitable	當前等級嚴重偏低
TextMapUIStcData_TextMapContent_UI_STC_DUNGEONENTRYPAGE_Start	開始挑戰
TextMapUIStcData_TextMapContent_UI_DUNGEONENTRY_DAILY_ENTRY_COUNT	本日剩餘挑戰次數：{0}/{1}
TextMapUIStcData_TextMapContent_UI_DUNGEONENTRY_DAILY_NO_COUNT	本日已無挑戰次數：0/{0}
TextMapUIStcData_TextMapContent_UI_DUNGEONENTRY_DAILY_INFINITE_COUNT	無挑戰次數限制
TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_Quit	放棄挑戰
TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_Restart	重新挑戰
TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_LastCheckPoint	從復甦之門繼續挑戰
TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_ReviveCount	剩餘復活次數
TextMapUIStcData_TextMapContent_UI_STC_DungeonRevive_AutoQuitAfter	{0}秒後自動放棄
TextMapUIStcData_TextMapContent_UI_STC_DungeonSettle_AutoQuitAfter	{0}秒後自動退出
TextMapUIStcData_TextMapContent_UI_STC_World_Revive	復活
TextMapUIStcData_TextMapContent_UI_STC_SlotEquiped	已裝備
TextMapUIStcData_TextMapContent_UI_STC_PlayerEnter	玩家{0}進入世界
TextMapUIStcData_TextMapContent_UI_STC_PlayerLeave	玩家{0}離開世界
TextMapUIStcData_TextMapContent_UI_STC_EnterOthersWorld_Title	進入連線
TextMapUIStcData_TextMapContent_UI_STC_EnterOthersWorld_Hint	是否進入該玩家的世界？
TextMapUIStcData_TextMapContent_UI_STC_BackMyWorld_Title	返回
TextMapUIStcData_TextMapContent_UI_STC_BackMyWorld_Hint	是否返回自己的世界？
TextMapUIStcData_TextMapContent_UI_STC_ConfirmKickSquads_Title	回到單機
TextMapUIStcData_TextMapContent_UI_STC_ConfirmKickSquads_Hint	確認斷開當前世界所有其他玩家的連接？
TextMapUIStcData_TextMapContent_UI_STC_GonnaKickSquads	稍後將移除所有連入玩家
TextMapUIStcData_TextMapContent_UI_STC_KickedBySquadLeader	世界主人主動斷開了連接
TextMapUIStcData_TextMapContent_UI_STC_DungeonFollow_Title	進入地城請求
TextMapUIStcData_TextMapContent_UI_STC_DungeonFollow_Hint	世界主人請求進入戰鬥地城，\n取消將斷開世界連接
TextMapUIStcData_TextMapContent_UI_STC_Intee_DungeonEntry	地下城入口
TextMapUIStcData_TextMapContent_UI_STC_Intee_DungeonExit	退出地下城
TextMapUIStcData_TextMapContent_UI_STC_UseProps_ReviveAvatar	使用道具復活角色
TextMapUIStcData_TextMapContent_Cancel	取消
TextMapUIStcData_TextMapContent_OK	確認
TextMapUIStcData_TextMapContent_Detail	詳情
TextMapUIStcData_TextMapContent_UI_STC_AVATAR_IN_TEAM	出戰中
TextMapUIStcData_TextMapContent_UI_STC_AVATAR_IN_PREPARING	備戰中
TextMapUIStcData_TextMapContent_UI_STC_AVATAR_IN_RECOVERY	恢復中
TextMapUIStcData_TextMapContent_UI_STC_CLICK_TO_USE_SPRING	點擊角色頭像恢復角色生命值
TextMapUIStcData_TextMapContent_UI_STC_REMAINING_SPRING	恢復力:
TextMapUIStcData_TextMapContent_UI_STC_SPRING_TITLE	神像的恩澤
TextMapUIStcData_TextMapContent_UI_STC_SPRING_TIME_TO_FULL	會隨時間補充。
TextMapUIStcData_TextMapContent_UI_STC_SPRING_NEAR_AUTO_RECOVER	靠近時自動恢復
TextMapUIStcData_TextMapContent_UI_STC_NONE_REVIVE_PROPS	無可用復活道具
TextMapUIStcData_TextMapContent_UI_STC_HOURS_REMIAN	剩餘{0}小時
TextMapUIStcData_TextMapContent_UI_STC_AVATAR_LEVEL_INSUFFCIENT_TO_PROMOTION	角色未滿級，不能突破
TextMapUIStcData_TextMapContent_UI_STC_AVATAR_GOTO_LEVELUP	前往強化
TextMapUIStcData_TextMapContent_UI_STC_AVATAR_BREAK_LEVEL_MAX	突破等級已達上限
TextMapUIStcData_TextMapContent_UI_WEAPON_GOTO_STARUP	前往突破
TextMapUIStcData_TextMapContent_UI_WEAPON_GOTO_LEVELUP	前往升級
TextMapUIStcData_TextMapContent_UI_EQUIP_PAGE_LEVEL_UP	強化
TextMapUIStcData_TextMapContent_UI_EQUIP_PAGE_STAR_UP	突破
TextMapUIStcData_TextMapContent_UI_EQUIP_PAGE_AWAKEN	精煉
TextMapUIStcData_TextMapContent_UI_EQUIP_PAGE_LEVELUP_BUTTON	強化
TextMapUIStcData_TextMapContent_UI_EQUIP_PAGE_DETAIL_BUTTON	詳情
TextMapUIStcData_TextMapContent_UI_EQUIP_PAGE_STARUP_BUTTON	突破
TextMapUIStcData_TextMapContent_UI_EQUIP_PAGE_AWAKEN_BUTTON	精煉
TextMapUIStcData_TextMapContent_UI_WEAPON_LEVELUP_MATERIAL_NEED	需要武器或者精鍛用礦才可強化
TextMapUIStcData_TextMapContent_UI_RELIC_LEVELUP_MATERIAL_NEED	需要聖遺物才可強化
TextMapUIStcData_TextMapContent_UI_REPLACE_BUTTON	替換
TextMapUIStcData_TextMapContent_UI_DELETE_BUTTON	刪除
TextMapUIStcData_TextMapContent_UI_EQUIP_BUTTON	裝備
TextMapUIStcData_TextMapContent_UI_DISCHARGE_BUTTON	卸下
TextMapUIStcData_TextMapContent_UI_PROMOTE_BUTTON	強化
TextMapUIStcData_TextMapContent_UI_WEAPON_STARUP_MATERIAL_NEED	需要同突破等級武器材料才可突破
TextMapUIStcData_TextMapContent_UI_WEAPON_AWAKEN_MATERIAL_NEED	需要同名武器材料才可精煉
TextMapUIStcData_TextMapContent_UI_STC_MATERIAL_USE	使用
TextMapUIStcData_TextMapContent_UI_STC_DOCUMENT_READ	閱讀
TextMapUIStcData_TextMapContent_UI_STC_QUEST_TALK_RECORD	對話記錄
TextMapUIStcData_TextMapContent_UI_STC_NEW	新
TextMapUIStcData_TextMapContent_UI_CHARACTER_DETAIL	詳細資訊
TextMapUIStcData_TextMapContent_UI_CHARACTER_CLOSE	關閉
TextMapUIStcData_TextMapContent_UI_STC_TrialLabel	試用
TextMapUIStcData_TextMapContent_UI_STC_TrialTitle	試用角色
TextMapUIStcData_TextMapContent_UI_WEAPON_PROP_CHANGE	武器屬性變更
TextMapUIStcData_TextMapContent_UI_RELIC_SUITE_DESC	套裝效果
TextMapUIStcData_TextMapContent_UI_RELIC_SUITE_CHANGE	套裝屬性變更
TextMapUIStcData_TextMapContent_UI_RELIC_CHARACTER_PROP_CHANGE	角色屬性變更
TextMapUIStcData_TextMapContent_UI_FAST_ADD_BUTTON	快捷放入
TextMapUIStcData_TextMapContent_UI_FAST_ADD_OPTION_1	1星素材
TextMapUIStcData_TextMapContent_UI_FAST_ADD_OPTION_2	2星及以下素材
TextMapUIStcData_TextMapContent_UI_FAST_ADD_OPTION_3	3星及以下素材
TextMapUIStcData_TextMapContent_UI_RELIC_NO_SUITE	目前暫無套裝效果
TextMapUIStcData_TextMapContent_UI_STC_QUEST_NAVIGATION	尋路指引
TextMapUIStcData_TextMapContent_UI_TALENT_REMAINING_POINT	可使用的星塵/星輝數
TextMapUIStcData_TextMapContent_UI_TALENT_UNLOCK	啟用
TextMapUIStcData_TextMapContent_UI_TALENT_LEVEL_UP	升級
TextMapUIStcData_TextMapContent_UI_TALENT_NEED	{0}需要
TextMapUIStcData_TextMapContent_UI_STC_MAP_TITLE	地圖
TextMapUIStcData_TextMapContent_UI_STC_MAP_TAG	地圖標記
TextMapUIStcData_TextMapContent_UI_STC_MAP_TAG_NUM	<color=#FF5E41FF>{0}</color>/{1}
TextMapUIStcData_TextMapContent_UI_STC_MAP_TAG_IS_MAX	標記已達上限
TextMapUIStcData_TextMapContent_UI_STC_AVATAR_LIST_BUTTON	角色列表
TextMapUIStcData_TextMapContent_INFO_CONFIRM_TO_BUY	確認花費{0}購買{1}？
TextMapUIStcData_TextMapContent_INFO_CONFIRM_TO_GO	確認傳送到此處？
TextMapUIStcData_TextMapContent_INFO_BUY_FAIL_COST_UNSATISFIED	所需材料不夠
TextMapUIStcData_TextMapContent_INFO_BUY_FAIL_NO_LEFT_ITEM	超出可購買數量
TextMapUIStcData_TextMapContent_UI_STC_MATERIAL_CURR_NUM	
TextMapUIStcData_TextMapContent_UI_WEAPON_STARUP_PROP_CHANGE	屬性變化
TextMapUIStcData_TextMapContent_UI_WEAPON_STARUP_NEED	武器突破素材
TextMapUIStcData_TextMapContent_UI_WEAPON_AWAKEN_NEED	武器精煉材料
TextMapUIStcData_TextMapContent_UI_WEAPON_AFFIX_DESC	武器詞綴
TextMapUIStcData_TextMapContent_UI_WEAPON_AFFIX_UPGRADE_SELECT	選擇升級詞綴
TextMapUIStcData_TextMapContent_UI_RELIC_AFFIX_PROP	當前追加屬性
TextMapUIStcData_TextMapContent_UI_RELIC_STARUP_NEED	聖遺物突破素材
TextMapUIStcData_TextMapContent_UI_EQUIP_LEVELUP_NEED	裝備強化消耗
TextMapUIStcData_TextMapContent_UI_EQUIP_FAST_EQUIP	快速裝備
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_CONTRIBUTE	供奉
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_CONTRUBUTE_ALL	全部供奉
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_ENERGY_PREFIX	元素能量:
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_LEVEL_TITLE	供奉神像
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_NEXT_LEVEL_UNLOCK	神像的饋贈
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_NEED_MATERIALS	所需風神瞳({0})
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_MATERIAL_CURR_COUNT	目前持有
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_LEVEL_MAX_HINT	你的努力得到了神像的認可。
TextMapUIStcData_TextMapContent_UI_GODDESS_AREA_ELEMENT_ENHANCE	區域內的元素流動更加通暢了
TextMapUIStcData_TextMapContent_UI_SKILL_PREVIEW	技能預覽
TextMapUIStcData_TextMapContent_UI_RELIC_SUITE_NO_CHANGE	無變化
TextMapUIStcData_TextMapContent_UI_STC_GODDESS_UNLOCK_IMPROVE_STAMINA	增加體力{0}點
TextMapUIStcData_TextMapContent_UI_BUTTON_CANCEL	取消
TextMapUIStcData_TextMapContent_UI_BUTTON_CHANGE	更換
TextMapUIStcData_TextMapContent_UI_BUTTON_ADD	加入
TextMapUIStcData_TextMapContent_UI_BUTTON_DELETE	換下
TextMapUIStcData_TextMapContent_UI_TEAM_TITLE	隊伍配置
TextMapUIStcData_TextMapContent_UI_TEAM_SELECT_AVATAR	請選擇編入隊伍的角色
TextMapUIStcData_TextMapContent_UI_QUEST_RECOMMEND_LEVEL	推薦等級: Lv.{0}
TextMapUIStcData_TextMapContent_UI_PLAYER_PROFILE_SETTING	設置
TextMapUIStcData_TextMapContent_UI_PLAYER_PROFILE_MAIL	信件
TextMapUIStcData_TextMapContent_UI_PLAYER_PROFILE_PLAYERLV	冒險等階
TextMapUIStcData_TextMapContent_UI_PLAYER_PROFILE_PLAYEREXP	冒險閱歷
TextMapUIStcData_TextMapContent_UI_PLAYER_PROFILE_UID	UID
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_TITLE	設置
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_CONTROL_CATEGORY	控制
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_GRAPHIC_CATEGORY	畫面
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_SOUND_CATEGORY	聲音
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_MESSAGE_CATEGORY	消息
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_LANGUAGE_CATEGORY	語言
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_OTHER_CATEGORY	其他
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_RESET_DEFAULT	重置為默認
TextMapUIStcData_TextMapContent_UI_SETTING_PAGE_SAVE	保存設置
TextMapUIStcData_TextMapContent_UI_SETTING_MOUSE_SENSITIVITY	滑鼠靈敏度
TextMapUIStcData_TextMapContent_UI_SETTING_UI_RESOLUTION	解析度
TextMapUIStcData_TextMapContent_UI_SETTING_GRAPHICS_QUALITY	畫面品質
TextMapUIStcData_TextMapContent_UI_SETTING_MOUSE_TITLE	滑鼠
TextMapUIStcData_TextMapContent_UI_SETTING_KEY_TITLE	按鍵設定
TextMapUIStcData_TextMapContent_UI_SETTING_UI_TITLE	交互
TextMapUIStcData_TextMapContent_UI_SETTING_GRAPHICS_TITLE	畫質
TextMapUIStcData_TextMapContent_UI_SETTING_LANGUAGE_TITLE	語言
TextMapUIStcData_TextMapContent_UI_SETTING_GAME_LANGUAGE	遊戲語言
TextMapUIStcData_TextMapContent_UI_SETTING_GRAPHICS_QUALITY_2_0	中
TextMapUIStcData_TextMapContent_UI_SETTING_GRAPHICS_QUALITY_2_1	高
TextMapUIStcData_TextMapContent_UI_SETTING_GRAPHICS_QUALITY_3_0	低
TextMapUIStcData_TextMapContent_UI_SETTING_GRAPHICS_QUALITY_3_1	中
TextMapUIStcData_TextMapContent_UI_SETTING_GRAPHICS_QUALITY_3_2	高
TextMapUIStcData_TextMapContent_UI_SETTING_DISPLAY_MODE	顯示模式
TextMapUIStcData_TextMapContent_UI_SETTING_FULL_SCREEN_DISPLAY	全螢幕
TextMapUIStcData_TextMapContent_UI_SETTING_FRAMELESS_WINDOW_DISPLAY	視窗
TextMapUIStcData_TextMapContent_UI_SETTING_WINDOW_RESOLUTION	視窗解析度
TextMapUIStcData_TextMapContent_UI_AVATAR_INFO_PROP_BASICS	基礎屬性
TextMapUIStcData_TextMapContent_UI_AVATAR_INFO_PROP_ADVANCED	進階屬性
TextMapUIStcData_TextMapContent_UI_AVATAR_INFO_PROP_ELEMENT	元素屬性
TextMapUIStcData_TextMapContent_UI_FINISH_MAIN_QUEST_REWARD	完成系列任務可獲得
TextMapUIStcData_TextMapContent_UI_INFO_FEEDBACK	反饋
TextMapUIStcData_TextMapContent_UI_HUD_RESOLUTION	UI解析度
TextMapUIStcData_TextMapContent_UI_SCENE_ENTRY_EXIT_KNIGHT	離開騎士團
TextMapUIStcData_TextMapContent_UI_SCENE_ENTRY_EXIT_CHURCH	離開教堂
TextMapUIStcData_TextMapContent_UI_SCENE_ENTRY_ENTER_KNIGHT	進入騎士團
TextMapUIStcData_TextMapContent_UI_SCENE_ENTRY_ENTER_CHURCH	進入教堂
TextMapUIStcData_TextMapContent_UI_SCENE_ENTRY_ENTER_BASEMENT	進入地下室
TextMapUIStcData_TextMapContent_UI_SCENE_ENTRY_ENTER_ANGELSHARE	進入酒館
TextMapUIStcData_TextMapContent_UI_SCENE_ENTRY_EXIT_ANGELSHARE	離開酒館
TextMapUIStcData_TextMapContent_UI_DUNGEON_MISSION_FAIL	挑戰失敗
TextMapUIStcData_TextMapContent_UI_DUNGEON_MISSION_COMPLETE	挑戰達成
TextMapUIStcData_TextMapContent_UI_DUNGEON_EXIT	離開
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_1	北風之狼的廟宇
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_20	西風之鷹的廟宇
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_22	南風之獅的廟宇
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_24	深入風龍廢墟
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_26	鷹之門
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_27	海蝕孤塔
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_29	忘卻之峽
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_31	靜謐殿堂
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_35	仲夏庭園
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_37	塞西莉亞苗圃
TextMapUIStcData_TextMapContent_UI_DUNGEON_ENTRY_39	失落的阿卡狄亞
TextMapUIStcData_TextMapContent_UI_WORLD_LIST	世界列表
TextMapUIStcData_TextMapContent_UI_KICK_ALL_OUT	踢出
TextMapUIStcData_TextMapContent_UI_ALLOW_TO_JOIN	允許加入
TextMapUIStcData_TextMapContent_UI_COMMON_ITEM_NEED	需要
TextMapUIStcData_TextMapContent_UI_REPAIR_SKYHARP_PAGE_TITLE	修復天空之琴
TextMapUIStcData_TextMapContent_UI_REPAIR_SKYHARP_PAGE_REPAIR_BUTTON	修復
TextMapUIStcData_TextMapContent_UI_REPAIR_SKYHARP_PAGE_INREPAIR_BUTTON	修復中
TextMapUIStcData_TextMapContent_UI_REPAIR_SKYHARP_PAGE_COMPLETE_BUTTON	完成
TextMapUIStcData_TextMapContent_UI_COOKING_NOTHING_TIP_TITLE	沒有任何道具
TextMapUIStcData_TextMapContent_UI_COOKING_NOTHING_TIP_DESC	這裡空空如也
TextMapUIStcData_TextMapContent_UI_COOKING_MAKE_BUTTON	製作
TextMapUIStcData_TextMapContent_UI_COOKING_FETCH_BUTTON	獲取
TextMapUIStcData_TextMapContent_UI_COOKING_AVATAR_SELECT_TITLE	角色選擇
TextMapUIStcData_TextMapContent_UI_COOKING_AVATAR_SELECT_OK_BUTTON	確認
TextMapUIStcData_TextMapContent_UI_COOKING_QTE_TITLE	烹飪
TextMapUIStcData_TextMapContent_UI_COOKING_QTE_START_BUTTON	開始
TextMapUIStcData_TextMapContent_UI_COOKING_QTE_END_BUTTON	結束
TextMapUIStcData_TextMapContent_UI_COOKING_QTE_AVATAR_BONUS_TITLE	角色加成
TextMapUIStcData_TextMapContent_UI_COOKING_QTE_ITEM_GOT_CLOSE_BUTTON	確認
TextMapUIStcData_TextMapContent_UI_COOKING_QTE_ITEM_GOT_TIP	獲得食物
TextMapUIStcData_TextMapContent_UI_COOKING_QTE_AUTO_MAKE_BUTTON	自動烹飪
TextMapUIStcData_TextMapContent_UI_ITEM_GET_DIALOG_TITLE	獲得
TextMapUIStcData_TextMapContent_UI_INSTRUCTION_DISCOVERY	新圖鑒條目
TextMapUIStcData_TextMapContent_UI_MAIL_TITLE	信箱
TextMapUIStcData_TextMapContent_UI_MAIL_GET_BUTTON	領取
TextMapUIStcData_TextMapContent_UI_MAIL_GET_ALL_BUTTON	全部領取
TextMapUIStcData_TextMapContent_UI_MAIL_DELETE_BUTTON	刪除
TextMapUIStcData_TextMapContent_UI_MAIL_HAS_GET_TIP	已領取
TextMapUIStcData_TextMapContent_UI_MAIL_NO_MAIL_TIP_TITLE	沒有新信件
TextMapUIStcData_TextMapContent_UI_MAIL_NO_MAIL_TIP_DESC	去其它地方看看吧
TextMapUIStcData_TextMapContent_UI_MAIL_NUM_LABEL	信件數
TextMapUIStcData_TextMapContent_UI_SKIP_BUTTON	跳過
TextMapUIStcData_TextMapContent_UI_AVATAR_SITDOWN	坐下
TextMapUIStcData_TextMapContent_UI_NAME_TITLE	隕星內部刻寫著你的名子
TextMapUIStcData_TextMapContent_UI_NAME_DESCRIPTION	我有種感覺，你的名字，一定能傳達到大地和星辰之外…
TextMapUIStcData_TextMapContent_UI_NAME_LENGTH	字元長度1-8
TextMapUIStcData_TextMapContent_UI_SEALBATTLE_PROGRESS_TITLE	導光儀式進度
TextMapUIStcData_TextMapContent_BAN_TRANSPORT	任務緊急，暫時無法傳送！
TextMapUIStcData_TextMapContent_BAN_GOTO_SCENE	任務緊急，暫時無法前往其他場景！
TextMapUIStcData_TextMapContent_BAN_NPC_INTERACTION	任務緊急，請先完成當前挑戰！
TextMapUIStcData_TextMapContent_BAN_GOTO_MULTIPLAYER	任務緊急，請先完成當前挑戰！
TextMapUIStcData_TextMapContent_UI_BAN_MAP_TIPS	室內暫時無法查看詳情地圖
TextMapUIStcData_TextMapContent_UI_ENTER_SCENE_FAIL	登入失敗
TextMapUIStcData_TextMapContent_UI_DATAVERSION_CHANGE	數值版本發生變化
TextMapUIStcData_TextMapContent_UI_DATAVERSION_CHANGE_INFO	版本從{0}變到{1}
TextMapUIStcData_TextMapContent_UI_RETCODE_TITLE	系統提示
TextMapUIStcData_TextMapContent_UI_MAP_JUMP_POINT	是否跳轉{0}？
TextMapUIStcData_TextMapContent_UI_STC_MAIN_PLAYER_LV	冒險等階 {0}
TextMapUIStcData_TextMapContent_UI_BULLETIN_QTE_TITLE1	獵鹿人今日推薦
TextMapUIStcData_TextMapContent_UI_BULLETIN_QTE_TITLE2	晨曦酒莊招募書
TextMapUIStcData_TextMapContent_UI_CLOCK_PAGE_CURRENT_TIME	當前時間
TextMapUIStcData_TextMapContent_UI_CLOCK_PAGE_TO_TIME	調整到
TextMapUIStcData_TextMapContent_UI_CHAPTER_COMPLETE_DIALOG_CONTINUE	未完待續
TextMapUIStcData_TextMapContent_UI_CHAPTER_BEGIN_DIALOG_ENABLED	已開啟
TextMapUIStcData_TextMapContent_UI_CHAPTER_BEGIN_DIALOG_TIP	詳情請查看任務面板
TextMapUIStcData_TextMapContent_UI_STC_MAIN_RETURN_TO_QUEST	返回任務點
TextMapUIStcData_TextMapContent_UI_FRESHMAN_GUIDE_TITLE	新手提示
TextMapUIStcData_TextMapContent_UI_FRESHMAN_GUIDE_INFO	是否跳過新手引導？
TextMapUIStcData_TextMapContent_UI_GUIDE_CAMERA_ROTATE	滑動螢幕以轉動視角
TextMapUIStcData_TextMapContent_UI_GUIDE_CAMERA_ROTATE_PC	移動滑鼠以轉動視角
TextMapUIStcData_TextMapContent_UI_GUIDE_CAMERA_SCALE	兩指縮放以調整視角遠近
TextMapUIStcData_TextMapContent_UI_GUIDE_CAMERA_SCALE_PC	滾動滑鼠滾輪調整視角遠近
TextMapUIStcData_TextMapContent_UI_GUIDE_INFO_MOVE	拖動搖桿移動
TextMapUIStcData_TextMapContent_UI_GUIDE_INFO_MOVE_PC	按下WASD鍵移動
TextMapUIStcData_TextMapContent_UI_GUIDE_INFO_MOVEFORWARD	向前拖動搖桿移動
TextMapUIStcData_TextMapContent_UI_GUIDE_INFO_MOVEFORWARD_PC	按下W鍵向前移動
