ID	文本
WeaponData_Name_12504	昆吾蟄劍
WeaponData_Desc_12504	名匠昆吾以蠟珀造的重劍，能祛妖魔奸佞，若有神威。握在手中，可以體會到令化物畏怖萬分的威嚴。
WeaponData_Name_12505	砥厄魚
WeaponData_Desc_12505	幻為巨鯨的髮簪，自時間之始便伴隨魔神。如今變成了大劍的大小。
WeaponData_Name_12506	異史
WeaponData_Desc_12506	是最初的仙人與最後的仙獸的故事的另一個結局，是雙方和解的橋樑與脊柱。無鋒而有力。
WeaponData_Name_13101	新手長槍
WeaponData_Desc_13101	筆直得像旗杆一般的長槍，揮舞起來頗具氣勢。足以應付大多數情況。
WeaponData_Name_13201	鐵尖槍
WeaponData_Desc_13201	一頭有尖，可攻可守的護身武器。在旅者當中十分流行。
WeaponData_Name_13301	白纓槍
WeaponData_Desc_13301	槍纓雖然很容易弄髒，但髒污的槍纓也正是將士們身經百戰的象徵。
WeaponData_Name_13302	鉞矛
WeaponData_Desc_13302	在矛上增加斧刃的兵器，有不俗的破壞力。
WeaponData_Name_13303	黑纓槍
WeaponData_Desc_13303	解決了白纓容易弄髒問題的絕世好槍。
WeaponData_Name_13401	匣裡滅辰
WeaponData_Desc_13401	金龍纏繞的長槍，輕快銳利無比。大概真能輕易屠龍。
WeaponData_Name_13402	試做星鐮
WeaponData_Desc_13402	黑岩廠中秘藏的大鐮，勾刃上用金砂鐫刻著請求星辰保佑的銘文。無比趁手。
WeaponData_Name_13403	流月針
WeaponData_Desc_13403	槍尖極長，根部分出半月刀刃的異國兵器，經由商路流落到璃月。稍事練習掌握，便有極其出眾的殺傷力。
WeaponData_Name_13404	黑岩刺槍
WeaponData_Desc_13404	最高規格的量產兵器，驕傲地冠以工廠的名字。鋒芒長且尖銳，長度與配重處在最好的平衡點。
WeaponData_Name_13504	昆吾斷虹
WeaponData_Desc_13504	名匠昆吾以隕星鑄的長槍，其利可斷虹霓，疾如流星。揮舞當中，彷彿能見到空氣被槍尖劃破的裂痕。
WeaponData_Name_13505	和璞鳶
WeaponData_Desc_13505	玉造的長槍，槍穗是展翅的石鷹，擁有刺殺遠古巨獸的沉重與鋒利。
WeaponData_Name_13506	弑主
WeaponData_Desc_13506	曾經用來殺死魔神的長槍。其中飽含思念與決意，以及在此之上，能殺死魔神的巨大力量。
WeaponData_Name_14101	學徒筆記
WeaponData_Desc_14101	某個優等生留下的學習筆記，娟秀的字跡非常好看。記錄了不少實用的咒語。
WeaponData_Name_14201	口袋魔導書
WeaponData_Desc_14201	精心編纂，只留下會考的內容的魔導參考小冊。
WeaponData_Name_14301	魔導緒論
WeaponData_Desc_14301	第十二版。結合時代發展加註了新內容，並修訂了第十一版的錯別字。
WeaponData_Name_14302	討龍英傑譚
WeaponData_Desc_14302	五名英雄踏上屠龍征途的虛構故事。文筆很差，結構散亂。失敗的教訓是這本書所擁有的偉大力量。
WeaponData_Name_14303	異世界行記
WeaponData_Desc_14303	廉價的幻想小說，不具備參考價值。作為法器的力量當然也來自幻想。
WeaponData_Name_14304	翡玉法球
WeaponData_Desc_14304	由璃月北郊青雲山出產的硬玉雕琢而成的法器。小巧輕盈，經久耐用，江湖人稱“翡玉丸”。
WeaponData_Name_14305	甲級寶玨
WeaponData_Desc_14305	兩塊廉價的玉石拼成的稍微不那麼廉價的玉佩。
WeaponData_Name_14306	琥珀玥
WeaponData_Desc_14306	用琥珀雕磨製成的法器，在日照下會散發出溫暖的光暈。
WeaponData_Name_14401	西風秘典
WeaponData_Desc_14401	西風騎士團煉金學者間流傳的秘典。記載著物質的道理和力量，和一些別的東西。
WeaponData_Name_14402	流浪樂章
WeaponData_Desc_14402	記載著歌譜的厚重記事簿。儘管受蟲蛀和風化，殘留的手跡仍透露出力量。
WeaponData_Name_14403	祭禮殘章
WeaponData_Desc_14403	經歷漫長歲月的劇本，上書的頌詞和劇本已經無法辨認。擁有受時間之風侵蝕毀壞的詛咒。
WeaponData_Name_14404	宗室秘法錄
WeaponData_Desc_14404	屬於曾支配蒙德的貴族麾下的宮廷魔導師，其中記載的史話與法術同樣詳實。
WeaponData_Name_14405	匣裡日月
WeaponData_Desc_14405	蒼綠的金玉寶珠，飽含日月天地的光輝，脈動著溫暖的力量。
WeaponData_Name_14406	黑岩翡玉
WeaponData_Desc_14406	黑岩廠用來祓除惡意的寶珠。這顆珠子尚未被邪念污染，散發著蒼翠的光采。
WeaponData_Name_14407	海玫瑰
WeaponData_Desc_14407	玫瑰色的寶石，是從異國經由商路流落到璃月的奇異法器。材質無可知，其中鎖著若隱若現的迷霧。
WeaponData_Name_14408	試做墨黑
WeaponData_Desc_14408	黑岩廠中秘藏的，墨一般黑的玉璧，似乎要將日月星光都吸收進去。作為法器有極強的魔導力。
WeaponData_Name_14501	天空之卷
WeaponData_Desc_14501	象徵風魔龍與其舊主風之神的雲圖集。細緻記載了北地天空的風與雲，蘊含蒼空與長風的力量。
WeaponData_Name_14502	四風原典
WeaponData_Desc_14502	崇信神風的無名先民所寫的教典珍本。數千年、流傳的信力得到了風的青睞，飽含祝福與力量。
WeaponData_Name_14503	散佚的敘事詩
WeaponData_Desc_14503	傳說中，追隨風之神的詩人踏遍了一千世界。歌集中記載了諸多奇景，飽含偉力。這些斷章有些丟失了，有些被忘記。人們只能從片段裡拼湊出偉大的冒險。
WeaponData_Name_14504	昆吾落星
WeaponData_Desc_14504	昆吾的遺物，其中魔神的力量與記憶有如呼吸脈動若隱若現。稍加引導，便能釋放其中偉力。
WeaponData_Name_14505	璃月真珠
WeaponData_Desc_14505	標誌著偉大城市建立之始的寶石。如今其中仍在隱隱散發魔神的力量。
WeaponData_Name_14506	光天琉璃
WeaponData_Desc_14506	切面美若天成的寶鑽，每個面都展現不同世界的風景。其中放射出難以理解的光采與力量。
WeaponData_Name_15101	獵弓
WeaponData_Desc_15101	獵手演奏的音樂由兩種音色組成。弓弦顫抖的聲音，和羽箭破空的低嘯。
WeaponData_Name_15201	歷練的獵弓
WeaponData_Desc_15201	飽經磨煉又精心護養的弓，經歷了漫長的歲月。彷彿會主動配合射手的動作一般好用。
WeaponData_Name_15301	鴉羽弓
WeaponData_Desc_15301	相傳渡鴉是死的使者。將鴉羽裝飾在弓臂上，射出的每一箭都宣告著獵物的終末。
WeaponData_Name_15302	神射手之誓
WeaponData_Desc_15302	據說曾屬於技藝高強的射手，是一把上好的弓。因為散發出強烈的氣息，難以用於狩獵。
WeaponData_Name_15303	反曲弓
WeaponData_Desc_15303	據說能射下蒼鷹的獵弓，但能不能做到主要還得看弓手的技術。
WeaponData_Name_15304	彈弓
WeaponData_Desc_15304	其實就是一把弓。在無數的改進和實驗中，發明出究極彈弓的人發現自己做了一把弓。
WeaponData_Name_15305	信使
WeaponData_Desc_15305	木制的簡單平弓。據說曾經是通訊工具。
WeaponData_Name_15306	黑檀弓
WeaponData_Desc_15306	用檀木製成的長弓，弓臂比尋常木材硬。因此力量也更大。
WeaponData_Name_15401	西風獵弓
WeaponData_Desc_15401	西風騎士團的制式反曲弓，只有傑出的弓手能與它的傑出性能相襯。
WeaponData_Name_15402	無弦弓
WeaponData_Desc_15402	無弦的弓，構造暗示著它過去有著其他的美好用途。如今發射箭矢的是記憶。
WeaponData_Name_15403	祭禮弓
WeaponData_Desc_15403	在漫長歲月中石化的道具獵弓，上面的儀式性裝飾依然清晰可見。擁有受時間之風沖刷的祝福力量。
WeaponData_Name_15404	宗室長弓
WeaponData_Desc_15404	曾支配蒙德的舊日貴族長弓。經過無數世代，弓弦仍十分有力，擊發迅猛。
WeaponData_Name_15405	弓藏
WeaponData_Desc_15405	佈滿鏽跡的鐵造大弓，一般人根本拿不動，遑論引弓放失。
WeaponData_Name_15406	試做離簇
WeaponData_Desc_15406	黑岩廠中秘藏的原型長弓，擊發時，連射手本人的氣魄也隨著箭矢破空而行。
WeaponData_Name_15407	鋼輪弓
WeaponData_Desc_15407	以金屬製成，用滑輪引弦的複合弓，來自異國。護養極其困難，但引弓輕鬆，威力驚人。
WeaponData_Name_15408	黑岩戰弓
WeaponData_Desc_15408	最高規格的量產兵器，驕傲地冠以工廠的名字。弓臂由鋼鐵鍛打製成，力道與韌性遠勝於木材。
WeaponData_Name_15501	天空之翼
WeaponData_Desc_15501	象徵風魔龍身為巴巴托斯眷屬的大弓。釋弦時的鳴聲是風之神的偏愛，蘊含蒼空與長風的力量。
WeaponData_Name_15502	阿莫斯之弓
WeaponData_Desc_15502	與少女同行的獵手的長弓，其中蘊含著一種偉大情感渾厚而輕浮的兩面，即使原主不再，力量依舊。它無主，卻在萬物當中。
WeaponData_Name_15503	安詳的歎挽詩
WeaponData_Desc_15503	傳說中，與風之神同行的詩人獲賜的長弓。獎賞的是他別離的灑脫與對生的熱愛。
WeaponData_Name_15504	昆吾墜龍
WeaponData_Desc_15504	名匠昆吾以辰筋做的大弓，其勁可以殲龍。釋弦時，其勢如雷。
WeaponData_Name_15505	懸黎千鈞
WeaponData_Desc_15505	整塊的遠古瑪瑙造的大弓，雕刻了魔神對人的眷顧與人對魔神的供奉的繪圖。
WeaponData_Name_15506	破鏡
WeaponData_Desc_15506	遠古的天外征服者在震撼天地的戰鬥中落下的武器碎片。曾經擁有熄滅月光的力量。
ReliquaryData_Name_20002	初學者之羽
ReliquaryData_Desc_20002	通常裝飾在人生第一把短劍的劍柄，寄託著旅人小小的夢。
ReliquaryData_Name_20004	初學者之花
ReliquaryData_Desc_20004	一朵小花。明麗可愛，正如提瓦特北陸的初春。
ReliquaryData_Name_23333	測試之沙
ReliquaryData_Desc_23333	測試用
ReliquaryData_Name_51110	旅人的木杯
ReliquaryData_Desc_51110	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51111	旅人的木杯
ReliquaryData_Desc_51111	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51112	旅人的木杯
ReliquaryData_Desc_51112	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51113	旅人的木杯
ReliquaryData_Desc_51113	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51114	旅人的木杯
ReliquaryData_Desc_51114	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51120	旅人的羽飾
ReliquaryData_Desc_51120	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51121	旅人的羽飾
ReliquaryData_Desc_51121	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51122	旅人的羽飾
ReliquaryData_Desc_51122	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51123	旅人的羽飾
ReliquaryData_Desc_51123	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51124	旅人的羽飾
ReliquaryData_Desc_51124	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51130	旅人的草冠
ReliquaryData_Desc_51130	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51131	旅人的草冠
ReliquaryData_Desc_51131	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51132	旅人的草冠
ReliquaryData_Desc_51132	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51133	旅人的草冠
ReliquaryData_Desc_51133	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51134	旅人的草冠
ReliquaryData_Desc_51134	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51140	旅人的野花
ReliquaryData_Desc_51140	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51141	旅人的野花
ReliquaryData_Desc_51141	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51142	旅人的野花
ReliquaryData_Desc_51142	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51143	旅人的野花
ReliquaryData_Desc_51143	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51144	旅人的野花
ReliquaryData_Desc_51144	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51150	旅人的時計
ReliquaryData_Desc_51150	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51151	旅人的時計
ReliquaryData_Desc_51151	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51152	旅人的時計
ReliquaryData_Desc_51152	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51153	旅人的時計
ReliquaryData_Desc_51153	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51154	旅人的時計
ReliquaryData_Desc_51154	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51210	旅人的木杯
ReliquaryData_Desc_51210	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51211	旅人的木杯
ReliquaryData_Desc_51211	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51212	旅人的木杯
ReliquaryData_Desc_51212	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51213	旅人的木杯
ReliquaryData_Desc_51213	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51214	旅人的木杯
ReliquaryData_Desc_51214	旅人常用的盛水容器，有著讓人安心的熟悉感。
ReliquaryData_Name_51220	旅人的羽飾
ReliquaryData_Desc_51220	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51221	旅人的羽飾
ReliquaryData_Desc_51221	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51222	旅人的羽飾
ReliquaryData_Desc_51222	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51223	旅人的羽飾
ReliquaryData_Desc_51223	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51224	旅人的羽飾
ReliquaryData_Desc_51224	明麗的鳥類尾羽，鼓勵著旅人踏上旅途。
ReliquaryData_Name_51230	旅人的草冠
ReliquaryData_Desc_51230	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51231	旅人的草冠
ReliquaryData_Desc_51231	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51232	旅人的草冠
ReliquaryData_Desc_51232	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51233	旅人的草冠
ReliquaryData_Desc_51233	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51234	旅人的草冠
ReliquaryData_Desc_51234	散發著淡雅香氣的乾草環，傳說有驅邪之力。
ReliquaryData_Name_51240	旅人的野花
ReliquaryData_Desc_51240	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51241	旅人的野花
ReliquaryData_Desc_51241	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51242	旅人的野花
ReliquaryData_Desc_51242	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51243	旅人的野花
ReliquaryData_Desc_51243	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51244	旅人的野花
ReliquaryData_Desc_51244	野花叢當中格外惹眼的一朵，散發著芬芳。
ReliquaryData_Name_51250	旅人的時計
ReliquaryData_Desc_51250	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51251	旅人的時計
ReliquaryData_Desc_51251	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51252	旅人的時計
ReliquaryData_Desc_51252	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51253	旅人的時計
ReliquaryData_Desc_51253	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_51254	旅人的時計
ReliquaryData_Desc_51254	簡單而精確的沙漏。即使沙子流完了，時間也永遠在流逝。
ReliquaryData_Name_52110	勇士的石杯
ReliquaryData_Desc_52110	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52111	勇士的石杯
ReliquaryData_Desc_52111	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52112	勇士的石杯
ReliquaryData_Desc_52112	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52113	勇士的石杯
ReliquaryData_Desc_52113	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52114	勇士的石杯
ReliquaryData_Desc_52114	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52120	勇士的鴉羽
ReliquaryData_Desc_52120	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52121	勇士的鴉羽
ReliquaryData_Desc_52121	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52122	勇士的鴉羽
ReliquaryData_Desc_52122	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52123	勇士的鴉羽
ReliquaryData_Desc_52123	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52124	勇士的鴉羽
ReliquaryData_Desc_52124	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52130	勇士的冠冕
ReliquaryData_Desc_52130	用柳條粗略編成的圓環，能保護冒險中的人。
ReliquaryData_Name_52131	勇士的冠冕
ReliquaryData_Desc_52131	用柳條粗略編成的圓環，能保護冒險中的人。
ReliquaryData_Name_52132	勇士的冠冕
ReliquaryData_Desc_52132	用柳條粗略編成的圓環，能保護冒險中的人。
ReliquaryData_Name_52133	勇士的冠冕
ReliquaryData_Desc_52133	用柳條粗略編成的圓環，能保護冒險中的人。
ReliquaryData_Name_52134	勇士的冠冕
ReliquaryData_Desc_52134	用柳條粗略編成的圓環，能保護冒險中的人。
ReliquaryData_Name_52140	勇士的勳章
ReliquaryData_Desc_52140	別在胸前的樸實小花，是一次冒險後得到的紀念品。
ReliquaryData_Name_52141	勇士的勳章
ReliquaryData_Desc_52141	別在胸前的樸實小花，是一次冒險後得到的紀念品。
ReliquaryData_Name_52142	勇士的勳章
ReliquaryData_Desc_52142	別在胸前的樸實小花，是一次冒險後得到的紀念品。
ReliquaryData_Name_52143	勇士的勳章
ReliquaryData_Desc_52143	別在胸前的樸實小花，是一次冒險後得到的紀念品。
ReliquaryData_Name_52144	勇士的勳章
ReliquaryData_Desc_52144	別在胸前的樸實小花，是一次冒險後得到的紀念品。
ReliquaryData_Name_52150	勇士的時計
ReliquaryData_Desc_52150	粗糙的微型日晷，不具有實用性。因此也象徵著時間的不可捉摸。
ReliquaryData_Name_52151	勇士的時計
ReliquaryData_Desc_52151	粗糙的微型日晷，不具有實用性。因此也象徵著時間的不可捉摸。
ReliquaryData_Name_52152	勇士的時計
ReliquaryData_Desc_52152	粗糙的微型日晷，不具有實用性。因此也象徵著時間的不可捉摸。
ReliquaryData_Name_52153	勇士的時計
ReliquaryData_Desc_52153	粗糙的微型日晷，不具有實用性。因此也象徵著時間的不可捉摸。
ReliquaryData_Name_52154	勇士的時計
ReliquaryData_Desc_52154	粗糙的微型日晷，不具有實用性。因此也象徵著時間的不可捉摸。
ReliquaryData_Name_52210	勇士的石杯
ReliquaryData_Desc_52210	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52211	勇士的石杯
ReliquaryData_Desc_52211	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52212	勇士的石杯
ReliquaryData_Desc_52212	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52213	勇士的石杯
ReliquaryData_Desc_52213	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52214	勇士的石杯
ReliquaryData_Desc_52214	石質的粗糙容器，其中空洞洞地盛滿了回憶。
ReliquaryData_Name_52220	勇士的鴉羽
ReliquaryData_Desc_52220	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52221	勇士的鴉羽
ReliquaryData_Desc_52221	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52222	勇士的鴉羽
ReliquaryData_Desc_52222	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52223	勇士的鴉羽
ReliquaryData_Desc_52223	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52224	勇士的鴉羽
ReliquaryData_Desc_52224	漆黑的寒鴉尾羽，據說能讓佩戴者避開死亡的觸碰。
ReliquaryData_Name_52230	勇士的冠冕
ReliquaryData_Desc_52230	用柳條粗略編成的圓環，能保護冒險中的人。
ReliquaryData_Name_52231	勇士的冠冕
ReliquaryData_Desc_52231	用柳條粗略編成的圓環，能保護冒險中的人。
ReliquaryData_Name_52232	勇士的冠冕
