ID	文本
WeaponData_Desc_12503	#$#传说中，与风之神同行的诗人获赐的的大剑。奖赏的是他革新的勇气与讽刺的尖刻。
WeaponData_Name_12504	#$#昆吾蛰剑
WeaponData_Desc_12504	#$#名匠昆吾以蜡珀造的重剑，能祛妖魔奸佞，若有神威。握在手中，可以体会到令化物畏怖万分的威严。
WeaponData_Name_12505	#$#砥厄鱼
WeaponData_Desc_12505	#$#幻为巨鲸的发簪，自时间之始便伴随魔神。如今变成了大剑的大小。
WeaponData_Name_12506	#$#异史
WeaponData_Desc_12506	#$#是最初的仙人与最后的仙兽的故事的另一个结局，是双方和解的桥梁与脊柱。无锋而有力。
WeaponData_Name_13101	新手长枪
WeaponData_Desc_13101	笔直得像旗杆一般的长枪，挥舞起来颇具气势。足以应付大多数情况。
WeaponData_Name_13201	铁尖枪
WeaponData_Desc_13201	一头有尖，可攻可守的护身武器。在旅者当中十分流行。
WeaponData_Name_13301	白缨枪
WeaponData_Desc_13301	枪缨虽然很容易弄脏，但赃污的枪缨也正是将士们身经百战的象征。
WeaponData_Name_13302	钺矛
WeaponData_Desc_13302	在矛上增加斧刃的兵器，有不俗的破坏力。
WeaponData_Name_13303	#$#黑缨枪
WeaponData_Desc_13303	#$#解决了白缨容易弄脏问题的绝世好枪。
WeaponData_Name_13401	匣里灭辰
WeaponData_Desc_13401	金龙缠绕的长枪，轻快锐利无比。大抵真能轻易屠龙。
WeaponData_Name_13402	#$#试做星镰
WeaponData_Desc_13402	#$#黑岩厂中秘藏的大镰，勾刃上用金砂镌刻着请求星辰保佑的铭文。无比趁手。
WeaponData_Name_13403	#$#流月针
WeaponData_Desc_13403	#$#枪尖极长，根部分出半月刀刃的异国兵器，经由商路流落到璃月。稍事练习掌握，便有极其出众的杀伤力。
WeaponData_Name_13404	#$#黑岩刺枪
WeaponData_Desc_13404	#$#最高规格的量产兵器，骄傲地冠以工厂的名字。锋芒长且尖锐，长度与配重处在最好的平衡点。
WeaponData_Name_13504	#$#昆吾断虹
WeaponData_Desc_13504	#$#名匠昆吾以陨星铸的长枪，其利可断虹霓，疾如流星。挥舞当中，仿佛能见到空气被枪尖划破的裂痕。
WeaponData_Name_13505	#$#和璞鸢
WeaponData_Desc_13505	#$#玉造的长枪，枪穗是展翅的石鹰，拥有刺杀远古巨兽的沉重与锋利。
WeaponData_Name_13506	#$#弑主
WeaponData_Desc_13506	#$#曾经用来杀死魔神的长枪。其中饱含思念与决意，以及在此之上，能杀死魔神的巨大力量。
WeaponData_Name_14101	学徒笔记
WeaponData_Desc_14101	某个优等生留下的学习笔记，娟秀的字迹非常好看。记录了不少实用的咒语。
WeaponData_Name_14201	口袋魔导书
WeaponData_Desc_14201	精心编纂，只留下会考的内容的魔导参考小册。
WeaponData_Name_14301	魔导绪论
WeaponData_Desc_14301	第十二版。结合时代发展加注了新内容，并修订了第十一版的错别字。
WeaponData_Name_14302	讨龙英杰谭
WeaponData_Desc_14302	五名英雄踏上屠龙征途的虚构故事。文笔很差，结构散乱。失败的教训是这本书所拥有的伟大力量。
WeaponData_Name_14303	#$#异世界行记
WeaponData_Desc_14303	#$#廉价的幻想小说，不具备参考价值。作为法器的力量当然也来自幻想。
WeaponData_Name_14304	#$#翡玉法球
WeaponData_Desc_14304	#$#由璃月北郊青云山出产的硬玉雕琢而成的法器。小巧轻盈，经久耐用，江湖人称“翡玉丸”。
WeaponData_Name_14305	#$#甲级宝珏
WeaponData_Desc_14305	#$#两块廉价的玉石拼成的稍微不那么廉价的玉佩。
WeaponData_Name_14306	#$#琥珀玥
WeaponData_Desc_14306	#$#用琥珀雕磨制成的法器，在日照下会散发出温暖的光晕。
WeaponData_Name_14401	西风秘典
WeaponData_Desc_14401	西风骑士团炼金学者间流传的秘典。记载着物质的道理和力量，和一些别的东西。
WeaponData_Name_14402	流浪乐章
WeaponData_Desc_14402	记载着歌谱的厚重记事簿。尽管受虫蛀和风化，残留的手迹仍透露出力量。
WeaponData_Name_14403	祭礼残章
WeaponData_Desc_14403	经历漫长岁月的剧本，上书的颂词和剧本已经无法辨认。拥有受时间之风侵蚀毁坏的诅咒。
WeaponData_Name_14404	宗室秘法录
WeaponData_Desc_14404	属于曾支配蒙德的贵族麾下的宫廷魔导师，其中记载的史话与法术同样翔实。
WeaponData_Name_14405	#$#匣里日月
WeaponData_Desc_14405	#$#苍绿的金玉宝珠，饱含日月天地的光辉，脉动着温暖的力量。
WeaponData_Name_14406	#$#黑岩翡玉
WeaponData_Desc_14406	#$#黑岩厂用来祓除恶意的宝珠。这颗珠子尚未被邪念污染，散发着苍翠的光采。
WeaponData_Name_14407	#$#海玫瑰
WeaponData_Desc_14407	#$#玫瑰色的宝石，是从异国经由商路流落到璃月的奇异法器。材质无可知，其中锁着若隐若现的迷雾。
WeaponData_Name_14408	#$#试做墨黑
WeaponData_Desc_14408	#$#黑岩厂中秘藏的，墨一般黑的玉璧，似乎要将日月星光都吸收进去。作为法器有极强的魔导力。
WeaponData_Name_14501	#$#天空之卷
WeaponData_Desc_14501	#$#象征风魔龙与其旧主风之神的云图集。细致记载了北地天空的风与云，蕴含苍空与长风的力量。
WeaponData_Name_14502	#$#四风原典
WeaponData_Desc_14502	#$#崇信神风的无名先民所写的教典珍本。数千年、流传的信力得到了风的青睐，饱含祝福与力量。
WeaponData_Name_14503	#$#散佚的叙事诗
WeaponData_Desc_14503	#$#传说中，追随风之神的诗人踏遍了一千世界。歌集中记载了诸多奇景，饱含伟力。这些断章有些丢失了，有些被忘记。人们只能从片段里拼凑出伟大的冒险。
WeaponData_Name_14504	#$#昆吾落星
WeaponData_Desc_14504	#$#昆吾的遗物，其中魔神的力量与记忆有如呼吸脉动若隐若现。稍加引导，便能释放其中伟力。
WeaponData_Name_14505	#$#定土玉圭
WeaponData_Desc_14505	#$#纪念于山之际海之滨寻得安身之地的古代宝玉。如今仍隐隐散发古老的力量，守护国土安宁。
WeaponData_Name_14506	#$#光天琉璃
WeaponData_Desc_14506	#$#切面美若天成的宝钻，每个面都展现不同世界的风景。其中放射出难以理解的光采与力量。
WeaponData_Name_15101	猎弓
WeaponData_Desc_15101	猎手演奏的音乐由两种音色组成。弓弦颤动的声音，和羽箭破空的低啸。
WeaponData_Name_15201	历练的猎弓
WeaponData_Desc_15201	饱经磨炼又精心护养的弓，经历了漫长的岁月。仿佛会主动配合射手的动作一般好使。
WeaponData_Name_15301	鸦羽弓
WeaponData_Desc_15301	相传渡鸦是死的使者。将鸦羽装饰在弓臂上，射出的每一箭都宣告着猎物的终末。
WeaponData_Name_15302	神射手之誓
WeaponData_Desc_15302	据说曾属于技艺高强的射手，是一把上好的弓。因为散发出强烈的气息，难以用于狩猎。
WeaponData_Name_15303	#$#反曲弓
WeaponData_Desc_15303	#$#据说能射下苍鹰的猎弓，但能不能做到主要还得看弓手的技术。
WeaponData_Name_15304	#$#弹弓
WeaponData_Desc_15304	#$#其实就是一把弓。在无数的改进和实验中，发明出究极弹弓的人发现自己做了一把弓。
WeaponData_Name_15305	#$#信使
WeaponData_Desc_15305	#$#木制的简单平弓。据说曾经是通讯工具。
WeaponData_Name_15306	#$#黑檀弓
WeaponData_Desc_15306	#$#用檀木制成的长弓，弓臂比寻常木材硬。因此力量也更大。
WeaponData_Name_15401	西风猎弓
WeaponData_Desc_15401	西风骑士团的制式反曲弓，只有杰出的弓手能与它的杰出性能相衬。
WeaponData_Name_15402	#$#无弦弓
WeaponData_Desc_15402	#$#无弦的弓，构造暗示着它过去有着其他的美好用途。如今发射箭矢的是记忆。
WeaponData_Name_15403	#$#祭礼弓
WeaponData_Desc_15403	#$#在漫长岁月中石化的道具猎弓，上面的仪式性装饰依然清晰可见。拥有受时间之风冲刷的祝福力量。
WeaponData_Name_15404	#$#宗室长弓
WeaponData_Desc_15404	#$#曾支配蒙德的旧日贵族长弓。经过无数世代，弓弦仍十分有力，击发迅猛。
WeaponData_Name_15405	#$#弓藏
WeaponData_Desc_15405	#$#布满锈迹的铁造大弓，一般人根本拿不动，遑论引弓放失。
WeaponData_Name_15406	#$#试做离簇
WeaponData_Desc_15406	#$#黑岩厂中秘藏的原型长弓，击发时，连射手本人的气魄也随着箭矢破空而行。
WeaponData_Name_15407	#$#钢轮弓
WeaponData_Desc_15407	#$#以金属制成，用滑轮引弦的复合弓，来自异国。护养极其困难，但引弓轻松，威力惊人。
WeaponData_Name_15408	#$#黑岩战弓
WeaponData_Desc_15408	#$#最高规格的量产兵器，骄傲地冠以工厂的名字。弓臂由钢铁锻打制成，力道与韧性远胜于木材。
WeaponData_Name_15501	#$#天空之翼
WeaponData_Desc_15501	#$#象征风魔龙身为巴巴托斯眷属的大弓。释弦时的鸣声是风之神的偏爱，蕴含苍空与长风的力量。
WeaponData_Name_15502	#$#阿莫斯之弓
WeaponData_Desc_15502	#$#与少女同行的猎手的长弓，其中蕴含着一种伟大情感浑厚而轻浮的两面，即使原主不再，力量依旧。它无主，却在万物当中。
WeaponData_Name_15503	#$#安详的叹挽诗
WeaponData_Desc_15503	#$#传说中，与风之神同行的诗人获赐的长弓。奖赏的是他别离的洒脱与对生的热爱。
WeaponData_Name_15504	#$#昆吾坠龙
WeaponData_Desc_15504	#$#名匠昆吾以辰筋做的大弓，其劲可以歼龙。释弦时，其势如雷。
WeaponData_Name_15505	#$#悬黎千钧
WeaponData_Desc_15505	#$#整块的远古玛瑙造的大弓，雕刻了魔神对人的眷顾与人对魔神的供奉的绘图。
WeaponData_Name_15506	#$#破镜
WeaponData_Desc_15506	#$#远古的天外征服者在震撼天地的战斗中落下的武器碎片。曾经拥有熄灭月光的力量。
ReliquaryData_Name_20002	初学者之羽
ReliquaryData_Desc_20002	通常装饰在人生第一把短剑的剑柄，寄托着旅人小小的梦。
ReliquaryData_Name_20004	初学者之花
ReliquaryData_Desc_20004	一朵小花。明丽可爱，正如提瓦特北陆的初春。
ReliquaryData_Name_23333	#$#测试之沙
ReliquaryData_Desc_23333	#$#测试用
ReliquaryData_Name_51110	旅人的木杯
ReliquaryData_Desc_51110	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51111	旅人的木杯
ReliquaryData_Desc_51111	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51112	旅人的木杯
ReliquaryData_Desc_51112	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51113	旅人的木杯
ReliquaryData_Desc_51113	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51114	旅人的木杯
ReliquaryData_Desc_51114	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51120	旅人的羽饰
ReliquaryData_Desc_51120	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51121	旅人的羽饰
ReliquaryData_Desc_51121	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51122	旅人的羽饰
ReliquaryData_Desc_51122	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51123	旅人的羽饰
ReliquaryData_Desc_51123	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51124	旅人的羽饰
ReliquaryData_Desc_51124	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51130	旅人的草冠
ReliquaryData_Desc_51130	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51131	旅人的草冠
ReliquaryData_Desc_51131	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51132	旅人的草冠
ReliquaryData_Desc_51132	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51133	旅人的草冠
ReliquaryData_Desc_51133	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51134	旅人的草冠
ReliquaryData_Desc_51134	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51140	旅人的野花
ReliquaryData_Desc_51140	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51141	旅人的野花
ReliquaryData_Desc_51141	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51142	旅人的野花
ReliquaryData_Desc_51142	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51143	旅人的野花
ReliquaryData_Desc_51143	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51144	旅人的野花
ReliquaryData_Desc_51144	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51150	旅人的时计
ReliquaryData_Desc_51150	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51151	旅人的时计
ReliquaryData_Desc_51151	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51152	旅人的时计
ReliquaryData_Desc_51152	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51153	旅人的时计
ReliquaryData_Desc_51153	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51154	旅人的时计
ReliquaryData_Desc_51154	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51210	旅人的木杯
ReliquaryData_Desc_51210	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51211	旅人的木杯
ReliquaryData_Desc_51211	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51212	旅人的木杯
ReliquaryData_Desc_51212	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51213	旅人的木杯
ReliquaryData_Desc_51213	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51214	旅人的木杯
ReliquaryData_Desc_51214	谁人常用的盛水容器，有着让人安心的熟悉感。
ReliquaryData_Name_51220	旅人的羽饰
ReliquaryData_Desc_51220	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51221	旅人的羽饰
ReliquaryData_Desc_51221	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51222	旅人的羽饰
ReliquaryData_Desc_51222	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51223	旅人的羽饰
ReliquaryData_Desc_51223	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51224	旅人的羽饰
ReliquaryData_Desc_51224	明丽的鸟类尾羽，鼓励着旅人踏上旅途。
ReliquaryData_Name_51230	旅人的草冠
ReliquaryData_Desc_51230	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51231	旅人的草冠
ReliquaryData_Desc_51231	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51232	旅人的草冠
ReliquaryData_Desc_51232	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51233	旅人的草冠
ReliquaryData_Desc_51233	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51234	旅人的草冠
ReliquaryData_Desc_51234	散发着淡雅香气的干草环，传说有驱邪之力。
ReliquaryData_Name_51240	旅人的野花
ReliquaryData_Desc_51240	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51241	旅人的野花
ReliquaryData_Desc_51241	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51242	旅人的野花
ReliquaryData_Desc_51242	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51243	旅人的野花
ReliquaryData_Desc_51243	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51244	旅人的野花
ReliquaryData_Desc_51244	野花丛当中格外惹眼的一朵，散发着芬芳。
ReliquaryData_Name_51250	旅人的时计
ReliquaryData_Desc_51250	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51251	旅人的时计
ReliquaryData_Desc_51251	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51252	旅人的时计
ReliquaryData_Desc_51252	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51253	旅人的时计
ReliquaryData_Desc_51253	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_51254	旅人的时计
ReliquaryData_Desc_51254	简单而精确的沙漏。即使沙子流完了，时间也永远在流逝。
ReliquaryData_Name_52110	勇士的石杯
ReliquaryData_Desc_52110	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52111	勇士的石杯
ReliquaryData_Desc_52111	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52112	勇士的石杯
ReliquaryData_Desc_52112	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52113	勇士的石杯
ReliquaryData_Desc_52113	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52114	勇士的石杯
ReliquaryData_Desc_52114	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52120	勇士的鸦羽
ReliquaryData_Desc_52120	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52121	勇士的鸦羽
ReliquaryData_Desc_52121	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52122	勇士的鸦羽
ReliquaryData_Desc_52122	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52123	勇士的鸦羽
ReliquaryData_Desc_52123	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52124	勇士的鸦羽
ReliquaryData_Desc_52124	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52130	勇士的冠冕
ReliquaryData_Desc_52130	用柳条粗略编成的圆环，能保护冒险中的人。
ReliquaryData_Name_52131	勇士的冠冕
ReliquaryData_Desc_52131	用柳条粗略编成的圆环，能保护冒险中的人。
ReliquaryData_Name_52132	勇士的冠冕
ReliquaryData_Desc_52132	用柳条粗略编成的圆环，能保护冒险中的人。
ReliquaryData_Name_52133	勇士的冠冕
ReliquaryData_Desc_52133	用柳条粗略编成的圆环，能保护冒险中的人。
ReliquaryData_Name_52134	勇士的冠冕
ReliquaryData_Desc_52134	用柳条粗略编成的圆环，能保护冒险中的人。
ReliquaryData_Name_52140	勇士的勋章
ReliquaryData_Desc_52140	别在胸前的朴实小花，是一次冒险后得到的纪念品。
ReliquaryData_Name_52141	勇士的勋章
ReliquaryData_Desc_52141	别在胸前的朴实小花，是一次冒险后得到的纪念品。
ReliquaryData_Name_52142	勇士的勋章
ReliquaryData_Desc_52142	别在胸前的朴实小花，是一次冒险后得到的纪念品。
ReliquaryData_Name_52143	勇士的勋章
ReliquaryData_Desc_52143	别在胸前的朴实小花，是一次冒险后得到的纪念品。
ReliquaryData_Name_52144	勇士的勋章
ReliquaryData_Desc_52144	别在胸前的朴实小花，是一次冒险后得到的纪念品。
ReliquaryData_Name_52150	勇士的时计
ReliquaryData_Desc_52150	粗糙的微型日晷，不具有实用性。因此也象征着时间的不可捉摸。
ReliquaryData_Name_52151	勇士的时计
ReliquaryData_Desc_52151	粗糙的微型日晷，不具有实用性。因此也象征着时间的不可捉摸。
ReliquaryData_Name_52152	勇士的时计
ReliquaryData_Desc_52152	粗糙的微型日晷，不具有实用性。因此也象征着时间的不可捉摸。
ReliquaryData_Name_52153	勇士的时计
ReliquaryData_Desc_52153	粗糙的微型日晷，不具有实用性。因此也象征着时间的不可捉摸。
ReliquaryData_Name_52154	勇士的时计
ReliquaryData_Desc_52154	粗糙的微型日晷，不具有实用性。因此也象征着时间的不可捉摸。
ReliquaryData_Name_52210	勇士的石杯
ReliquaryData_Desc_52210	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52211	勇士的石杯
ReliquaryData_Desc_52211	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52212	勇士的石杯
ReliquaryData_Desc_52212	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52213	勇士的石杯
ReliquaryData_Desc_52213	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52214	勇士的石杯
ReliquaryData_Desc_52214	石质的粗糙容器，其中空洞洞地盛满了回忆。
ReliquaryData_Name_52220	勇士的鸦羽
ReliquaryData_Desc_52220	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52221	勇士的鸦羽
ReliquaryData_Desc_52221	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52222	勇士的鸦羽
ReliquaryData_Desc_52222	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52223	勇士的鸦羽
ReliquaryData_Desc_52223	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52224	勇士的鸦羽
ReliquaryData_Desc_52224	漆黑的寒鸦尾羽，据说能让佩戴者避开死亡的触碰。
ReliquaryData_Name_52230	勇士的冠冕
